instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Musim
3833,2011-06-13,2,0,6,14,0,1,1,1,0.7,0.6364,0.34,0.2537,55,145,200,Musim Panas
3834,2011-06-13,2,0,6,15,0,1,1,1,0.7,0.6364,0.37,0.4478,58,127,185,Musim Panas
3835,2011-06-13,2,0,6,16,0,1,1,1,0.7,0.6364,0.37,0.4179,64,262,326,Musim Panas
3836,2011-06-13,2,0,6,17,0,1,1,1,0.7,0.6364,0.39,0.3284,72,529,601,Musim Panas
3837,2011-06-13,2,0,6,18,0,1,1,1,0.7,0.6364,0.37,0.3582,76,510,586,Musim Panas
3838,2011-06-13,2,0,6,19,0,1,1,1,0.66,0.6212,0.39,0.2836,75,348,423,Musim Panas
3839,2011-06-13,2,0,6,20,0,1,1,1,0.64,0.6212,0.44,0.2537,78,253,331,Musim Panas
3840,2011-06-13,2,0,6,21,0,1,1,1,0.64,0.6212,0.41,0.2537,40,178,218,Musim Panas
3841,2011-06-13,2,0,6,22,0,1,1,1,0.62,0.6212,0.46,0.2239,20,114,134,Musim Panas
3842,2011-06-13,2,0,6,23,0,1,1,1,0.62,0.6212,0.46,0.194,14,75,89,Musim Panas
3843,2011-06-14,2,0,6,0,0,2,1,1,0.6,0.6212,0.49,0.194,13,18,31,Musim Panas
3844,2011-06-14,2,0,6,1,0,2,1,1,0.6,0.6212,0.49,0.2537,3,10,13,Musim Panas
3845,2011-06-14,2,0,6,2,0,2,1,1,0.6,0.6212,0.49,0.2836,2,8,10,Musim Panas
3846,2011-06-14,2,0,6,3,0,2,1,1,0.58,0.5455,0.53,0.3284,1,1,2,Musim Panas
3847,2011-06-14,2,0,6,4,0,2,1,1,0.54,0.5152,0.6,0.2537,0,3,3,Musim Panas
3848,2011-06-14,2,0,6,5,0,2,1,1,0.54,0.5152,0.56,0.3284,3,23,26,Musim Panas
3849,2011-06-14,2,0,6,6,0,2,1,1,0.54,0.5152,0.56,0.2985,6,107,113,Musim Panas
3850,2011-06-14,2,0,6,7,0,2,1,1,0.56,0.5303,0.52,0.4179,19,346,365,Musim Panas
3851,2011-06-14,2,0,6,8,0,2,1,1,0.58,0.5455,0.49,0.3881,45,441,486,Musim Panas
3852,2011-06-14,2,0,6,9,0,2,1,1,0.62,0.6212,0.46,0.194,19,174,193,Musim Panas
3853,2011-06-14,2,0,6,10,0,2,1,1,0.62,0.6212,0.46,0.2239,33,97,130,Musim Panas
3854,2011-06-14,2,0,6,11,0,2,1,1,0.64,0.6212,0.41,0.2836,40,103,143,Musim Panas
3855,2011-06-14,2,0,6,12,0,2,1,1,0.64,0.6212,0.41,0.3582,30,139,169,Musim Panas
3856,2011-06-14,2,0,6,13,0,2,1,1,0.64,0.6212,0.44,0.2239,33,176,209,Musim Panas
3857,2011-06-14,2,0,6,14,0,2,1,2,0.64,0.6212,0.47,0.194,41,118,159,Musim Panas
3858,2011-06-14,2,0,6,15,0,2,1,1,0.64,0.6212,0.47,0.1642,42,136,178,Musim Panas
3859,2011-06-14,2,0,6,16,0,2,1,1,0.68,0.6364,0.41,0.194,51,279,330,Musim Panas
3860,2011-06-14,2,0,6,17,0,2,1,3,0.64,0.6212,0.5,0.2836,85,484,569,Musim Panas
3861,2011-06-14,2,0,6,18,0,2,1,1,0.62,0.6212,0.51,0.3284,65,473,538,Musim Panas
3862,2011-06-14,2,0,6,19,0,2,1,1,0.64,0.6212,0.5,0.3582,51,335,386,Musim Panas
3863,2011-06-14,2,0,6,20,0,2,1,1,0.6,0.6212,0.56,0.1642,60,237,297,Musim Panas
3864,2011-06-14,2,0,6,21,0,2,1,1,0.6,0.6212,0.56,0.2985,37,206,243,Musim Panas
3865,2011-06-14,2,0,6,22,0,2,1,1,0.58,0.5455,0.6,0.2239,29,159,188,Musim Panas
3866,2011-06-14,2,0,6,23,0,2,1,1,0.56,0.5303,0.68,0.2239,19,91,110,Musim Panas
3867,2011-06-15,2,0,6,0,0,3,1,1,0.56,0.5303,0.64,0.3582,8,44,52,Musim Panas
3868,2011-06-15,2,0,6,1,0,3,1,1,0.54,0.5152,0.64,0.2836,0,14,14,Musim Panas
3869,2011-06-15,2,0,6,2,0,3,1,1,0.52,0.5,0.63,0.2239,0,9,9,Musim Panas
3870,2011-06-15,2,0,6,3,0,3,1,1,0.5,0.4848,0.68,0.2537,0,1,1,Musim Panas
3871,2011-06-15,2,0,6,4,0,3,1,1,0.5,0.4848,0.63,0.2836,0,4,4,Musim Panas
3872,2011-06-15,2,0,6,5,0,3,1,1,0.48,0.4697,0.67,0.2836,1,20,21,Musim Panas
3873,2011-06-15,2,0,6,6,0,3,1,1,0.5,0.4848,0.63,0.2537,11,110,121,Musim Panas
3874,2011-06-15,2,0,6,7,0,3,1,1,0.54,0.5152,0.6,0.1343,22,348,370,Musim Panas
3875,2011-06-15,2,0,6,8,0,3,1,1,0.58,0.5455,0.53,0.1343,53,445,498,Musim Panas
3876,2011-06-15,2,0,6,9,0,3,1,1,0.6,0.6212,0.49,0.0,22,185,207,Musim Panas
3877,2011-06-15,2,0,6,10,0,3,1,1,0.64,0.6212,0.47,0.1642,27,108,135,Musim Panas
3878,2011-06-15,2,0,6,11,0,3,1,1,0.68,0.6364,0.36,0.0,49,115,164,Musim Panas
3879,2011-06-15,2,0,6,12,0,3,1,1,0.7,0.6364,0.34,0.2239,33,178,211,Musim Panas
3880,2011-06-15,2,0,6,13,0,3,1,1,0.74,0.6515,0.28,0.2836,43,146,189,Musim Panas
3881,2011-06-15,2,0,6,14,0,3,1,1,0.74,0.6515,0.28,0.0,50,128,178,Musim Panas
3882,2011-06-15,2,0,6,15,0,3,1,1,0.76,0.6667,0.27,0.0,33,131,164,Musim Panas
3883,2011-06-15,2,0,6,16,0,3,1,1,0.76,0.6667,0.27,0.1343,47,265,312,Musim Panas
3884,2011-06-15,2,0,6,17,0,3,1,1,0.74,0.6515,0.28,0.1045,83,555,638,Musim Panas
3885,2011-06-15,2,0,6,18,0,3,1,1,0.72,0.6515,0.32,0.1343,80,527,607,Musim Panas
3886,2011-06-15,2,0,6,19,0,3,1,1,0.7,0.6364,0.37,0.2836,54,362,416,Musim Panas
3887,2011-06-15,2,0,6,20,0,3,1,1,0.66,0.6212,0.44,0.1642,57,273,330,Musim Panas
3888,2011-06-15,2,0,6,21,0,3,1,1,0.64,0.6212,0.47,0.2239,48,209,257,Musim Panas
3889,2011-06-15,2,0,6,22,0,3,1,1,0.62,0.6212,0.5,0.1045,31,144,175,Musim Panas
3890,2011-06-15,2,0,6,23,0,3,1,1,0.62,0.6212,0.53,0.0,17,90,107,Musim Panas
3891,2011-06-16,2,0,6,0,0,4,1,1,0.6,0.6212,0.56,0.1045,9,38,47,Musim Panas
3892,2011-06-16,2,0,6,1,0,4,1,1,0.58,0.5455,0.6,0.0,4,13,17,Musim Panas
3893,2011-06-16,2,0,6,2,0,4,1,1,0.6,0.6212,0.56,0.0896,1,4,5,Musim Panas
3894,2011-06-16,2,0,6,3,0,4,1,2,0.56,0.5303,0.73,0.0896,0,4,4,Musim Panas
3895,2011-06-16,2,0,6,4,0,4,1,2,0.56,0.5303,0.68,0.1045,0,6,6,Musim Panas
3896,2011-06-16,2,0,6,5,0,4,1,1,0.6,0.6061,0.64,0.194,7,18,25,Musim Panas
3897,2011-06-16,2,0,6,6,0,4,1,3,0.58,0.5455,0.73,0.1642,8,104,112,Musim Panas
3898,2011-06-16,2,0,6,7,0,4,1,3,0.56,0.5303,0.78,0.1642,16,172,188,Musim Panas
3899,2011-06-16,2,0,6,8,0,4,1,2,0.6,0.5909,0.69,0.1343,24,364,388,Musim Panas
3900,2011-06-16,2,0,6,9,0,4,1,2,0.62,0.6061,0.65,0.194,29,232,261,Musim Panas
3901,2011-06-16,2,0,6,10,0,4,1,2,0.66,0.6212,0.61,0.2537,18,103,121,Musim Panas
3902,2011-06-16,2,0,6,11,0,4,1,2,0.68,0.6364,0.61,0.2985,33,117,150,Musim Panas
3903,2011-06-16,2,0,6,12,0,4,1,1,0.72,0.6667,0.54,0.3881,41,165,206,Musim Panas
3904,2011-06-16,2,0,6,13,0,4,1,2,0.72,0.6667,0.54,0.2537,37,114,151,Musim Panas
3905,2011-06-16,2,0,6,14,0,4,1,2,0.72,0.6667,0.54,0.3284,39,114,153,Musim Panas
3906,2011-06-16,2,0,6,15,0,4,1,2,0.7,0.6515,0.61,0.2985,32,127,159,Musim Panas
3907,2011-06-16,2,0,6,16,0,4,1,3,0.66,0.6212,0.69,0.194,36,258,294,Musim Panas
3908,2011-06-16,2,0,6,17,0,4,1,2,0.64,0.5909,0.78,0.1045,42,230,272,Musim Panas
3909,2011-06-16,2,0,6,18,0,4,1,1,0.64,0.5758,0.83,0.2239,26,299,325,Musim Panas
3910,2011-06-16,2,0,6,19,0,4,1,1,0.62,0.5758,0.83,0.2836,58,269,327,Musim Panas
3911,2011-06-16,2,0,6,20,0,4,1,1,0.62,0.5758,0.83,0.3284,25,176,201,Musim Panas
3912,2011-06-16,2,0,6,21,0,4,1,3,0.62,0.5758,0.83,0.2537,34,154,188,Musim Panas
3913,2011-06-16,2,0,6,22,0,4,1,3,0.62,0.5758,0.83,0.2537,24,127,151,Musim Panas
3914,2011-06-16,2,0,6,23,0,4,1,3,0.6,0.5606,0.83,0.2537,2,14,16,Musim Panas
3915,2011-06-17,2,0,6,0,0,5,1,1,0.56,0.5303,0.88,0.0896,3,21,24,Musim Panas
3916,2011-06-17,2,0,6,1,0,5,1,1,0.56,0.5303,0.94,0.1343,4,19,23,Musim Panas
3917,2011-06-17,2,0,6,2,0,5,1,1,0.56,0.5303,0.94,0.1045,2,11,13,Musim Panas
3918,2011-06-17,2,0,6,3,0,5,1,1,0.56,0.5303,0.94,0.1045,1,5,6,Musim Panas
3919,2011-06-17,2,0,6,4,0,5,1,1,0.54,0.5152,0.94,0.1343,1,5,6,Musim Panas
3920,2011-06-17,2,0,6,5,0,5,1,1,0.54,0.5152,1.0,0.0,1,12,13,Musim Panas
3921,2011-06-17,2,0,6,6,0,5,1,1,0.56,0.5303,0.94,0.0,8,89,97,Musim Panas
3922,2011-06-17,2,0,6,7,0,5,1,1,0.6,0.5606,0.83,0.0,25,225,250,Musim Panas
3923,2011-06-17,2,0,6,8,0,5,1,2,0.6,0.5606,0.83,0.0,28,426,454,Musim Panas
3924,2011-06-17,2,0,6,9,0,5,1,1,0.7,0.6515,0.58,0.194,28,196,224,Musim Panas
3925,2011-06-17,2,0,6,10,0,5,1,1,0.7,0.6515,0.58,0.194,44,126,170,Musim Panas
3926,2011-06-17,2,0,6,11,0,5,1,1,0.68,0.6364,0.69,0.2537,43,138,181,Musim Panas
3927,2011-06-17,2,0,6,12,0,5,1,1,0.7,0.6515,0.65,0.2537,49,194,243,Musim Panas
3928,2011-06-17,2,0,6,13,0,5,1,1,0.74,0.6818,0.62,0.2836,48,156,204,Musim Panas
3929,2011-06-17,2,0,6,14,0,5,1,1,0.76,0.697,0.52,0.194,73,142,215,Musim Panas
3930,2011-06-17,2,0,6,15,0,5,1,1,0.78,0.697,0.43,0.2239,62,181,243,Musim Panas
3931,2011-06-17,2,0,6,16,0,5,1,1,0.76,0.6818,0.45,0.1642,69,286,355,Musim Panas
3932,2011-06-17,2,0,6,17,0,5,1,3,0.76,0.6818,0.4,0.194,85,467,552,Musim Panas
3933,2011-06-17,2,0,6,18,0,5,1,3,0.76,0.6818,0.4,0.194,62,388,450,Musim Panas
3934,2011-06-17,2,0,6,19,0,5,1,3,0.64,0.5758,0.83,0.2537,53,275,328,Musim Panas
3935,2011-06-17,2,0,6,20,0,5,1,1,0.64,0.5909,0.78,0.1045,40,192,232,Musim Panas
3936,2011-06-17,2,0,6,21,0,5,1,1,0.64,0.5909,0.78,0.0896,49,159,208,Musim Panas
3937,2011-06-17,2,0,6,22,0,5,1,1,0.62,0.5606,0.88,0.1343,48,127,175,Musim Panas
3938,2011-06-17,2,0,6,23,0,5,1,1,0.62,0.5758,0.83,0.1343,37,141,178,Musim Panas
3939,2011-06-18,2,0,6,0,0,6,0,1,0.62,0.5606,0.88,0.1343,21,83,104,Musim Panas
3940,2011-06-18,2,0,6,1,0,6,0,1,0.62,0.5758,0.83,0.1045,15,80,95,Musim Panas
3941,2011-06-18,2,0,6,2,0,6,0,1,0.6,0.5455,0.88,0.0,16,37,53,Musim Panas
3942,2011-06-18,2,0,6,3,0,6,0,1,0.6,0.5455,0.88,0.0896,4,16,20,Musim Panas
3943,2011-06-18,2,0,6,4,0,6,0,1,0.6,0.5455,0.88,0.0896,1,4,5,Musim Panas
3944,2011-06-18,2,0,6,5,0,6,0,1,0.62,0.5758,0.83,0.0,1,6,7,Musim Panas
3945,2011-06-18,2,0,6,6,0,6,0,1,0.62,0.5758,0.83,0.1045,9,18,27,Musim Panas
3946,2011-06-18,2,0,6,7,0,6,0,1,0.64,0.5909,0.78,0.1343,12,45,57,Musim Panas
3947,2011-06-18,2,0,6,8,0,6,0,1,0.66,0.6061,0.78,0.0896,28,103,131,Musim Panas
3948,2011-06-18,2,0,6,9,0,6,0,1,0.7,0.6515,0.61,0.2239,62,156,218,Musim Panas
3949,2011-06-18,2,0,6,10,0,6,0,1,0.72,0.6818,0.62,0.194,68,176,244,Musim Panas
3950,2011-06-18,2,0,6,11,0,6,0,1,0.72,0.6818,0.62,0.1343,134,270,404,Musim Panas
3951,2011-06-18,2,0,6,12,0,6,0,1,0.74,0.697,0.66,0.0896,162,258,420,Musim Panas
3952,2011-06-18,2,0,6,13,0,6,0,1,0.76,0.697,0.55,0.0,135,192,327,Musim Panas
3953,2011-06-18,2,0,6,14,0,6,0,2,0.8,0.7273,0.46,0.2836,138,196,334,Musim Panas
3954,2011-06-18,2,0,6,15,0,6,0,2,0.82,0.7576,0.46,0.1343,153,214,367,Musim Panas
3955,2011-06-18,2,0,6,16,0,6,0,2,0.76,0.697,0.52,0.2239,193,275,468,Musim Panas
3956,2011-06-18,2,0,6,17,0,6,0,2,0.76,0.6818,0.48,0.1642,210,239,449,Musim Panas
3957,2011-06-18,2,0,6,18,0,6,0,2,0.74,0.6818,0.55,0.194,118,263,381,Musim Panas
3958,2011-06-18,2,0,6,19,0,6,0,2,0.74,0.6667,0.51,0.1045,99,227,326,Musim Panas
3959,2011-06-18,2,0,6,20,0,6,0,2,0.72,0.6667,0.58,0.1343,61,127,188,Musim Panas
3960,2011-06-18,2,0,6,21,0,6,0,2,0.72,0.6818,0.66,0.1045,58,125,183,Musim Panas
3961,2011-06-18,2,0,6,22,0,6,0,2,0.72,0.6818,0.62,0.1343,56,105,161,Musim Panas
3962,2011-06-18,2,0,6,23,0,6,0,2,0.72,0.6818,0.62,0.0,53,97,150,Musim Panas
3963,2011-06-19,2,0,6,0,0,0,0,1,0.7,0.6515,0.65,0.0,18,71,89,Musim Panas
3964,2011-06-19,2,0,6,1,0,0,0,2,0.7,0.6515,0.65,0.0896,17,59,76,Musim Panas
3965,2011-06-19,2,0,6,2,0,0,0,1,0.68,0.6364,0.74,0.0896,13,59,72,Musim Panas
3966,2011-06-19,2,0,6,3,0,0,0,2,0.66,0.6061,0.78,0.1343,14,16,30,Musim Panas
3967,2011-06-19,2,0,6,4,0,0,0,2,0.66,0.6212,0.74,0.1343,7,10,17,Musim Panas
3968,2011-06-19,2,0,6,5,0,0,0,2,0.66,0.6061,0.78,0.0,7,12,19,Musim Panas
3969,2011-06-19,2,0,6,6,0,0,0,2,0.66,0.6061,0.78,0.1642,11,22,33,Musim Panas
3970,2011-06-19,2,0,6,7,0,0,0,2,0.66,0.6061,0.78,0.1642,35,36,71,Musim Panas
3971,2011-06-19,2,0,6,8,0,0,0,3,0.68,0.6364,0.74,0.1045,25,59,84,Musim Panas
3972,2011-06-19,2,0,6,9,0,0,0,2,0.68,0.6364,0.74,0.1045,58,111,169,Musim Panas
3973,2011-06-19,2,0,6,10,0,0,0,2,0.7,0.6515,0.61,0.1045,86,158,244,Musim Panas
3974,2011-06-19,2,0,6,11,0,0,0,2,0.72,0.6667,0.58,0.0896,141,236,377,Musim Panas
3975,2011-06-19,2,0,6,12,0,0,0,2,0.74,0.6818,0.55,0.0896,141,255,396,Musim Panas
3976,2011-06-19,2,0,6,13,0,0,0,2,0.74,0.6667,0.51,0.0,149,214,363,Musim Panas
3977,2011-06-19,2,0,6,14,0,0,0,3,0.74,0.6818,0.58,0.1045,124,193,317,Musim Panas
3978,2011-06-19,2,0,6,15,0,0,0,2,0.74,0.6818,0.55,0.1045,146,216,362,Musim Panas
3979,2011-06-19,2,0,6,16,0,0,0,2,0.76,0.6818,0.48,0.0,121,257,378,Musim Panas
3980,2011-06-19,2,0,6,17,0,0,0,1,0.74,0.6667,0.51,0.0,159,238,397,Musim Panas
3981,2011-06-19,2,0,6,18,0,0,0,2,0.74,0.6818,0.58,0.0896,78,218,296,Musim Panas
3982,2011-06-19,2,0,6,19,0,0,0,1,0.72,0.6818,0.62,0.1343,94,217,311,Musim Panas
3983,2011-06-19,2,0,6,20,0,0,0,1,0.7,0.6515,0.7,0.194,86,146,232,Musim Panas
3984,2011-06-19,2,0,6,21,0,0,0,1,0.68,0.6364,0.79,0.1343,57,110,167,Musim Panas
3985,2011-06-19,2,0,6,22,0,0,0,1,0.66,0.6061,0.78,0.2239,38,114,152,Musim Panas
3986,2011-06-19,2,0,6,23,0,0,0,1,0.66,0.6061,0.78,0.194,14,78,92,Musim Panas
3987,2011-06-20,2,0,6,0,0,1,1,1,0.66,0.6061,0.83,0.1642,7,19,26,Musim Panas
3988,2011-06-20,2,0,6,1,0,1,1,1,0.64,0.5758,0.89,0.0896,9,3,12,Musim Panas
3989,2011-06-20,2,0,6,2,0,1,1,1,0.64,0.5758,0.89,0.0896,2,0,2,Musim Panas
3990,2011-06-20,2,0,6,3,0,1,1,3,0.64,0.5758,0.89,0.0,1,0,1,Musim Panas
3991,2011-06-20,2,0,6,4,0,1,1,3,0.62,0.5606,0.88,0.1642,1,2,3,Musim Panas
3992,2011-06-20,2,0,6,5,0,1,1,3,0.62,0.5758,0.83,0.1343,0,3,3,Musim Panas
3993,2011-06-20,2,0,6,6,0,1,1,3,0.6,0.5758,0.78,0.1343,1,25,26,Musim Panas
3994,2011-06-20,2,0,6,7,0,1,1,3,0.56,0.5303,0.88,0.194,0,46,46,Musim Panas
3995,2011-06-20,2,0,6,8,0,1,1,3,0.56,0.5303,0.83,0.194,12,209,221,Musim Panas
3996,2011-06-20,2,0,6,9,0,1,1,2,0.6,0.5758,0.78,0.2537,19,200,219,Musim Panas
3997,2011-06-20,2,0,6,10,0,1,1,2,0.6,0.5758,0.78,0.2537,33,58,91,Musim Panas
3998,2011-06-20,2,0,6,11,0,1,1,2,0.6,0.5758,0.78,0.1045,27,67,94,Musim Panas
3999,2011-06-20,2,0,6,12,0,1,1,2,0.62,0.6061,0.69,0.1045,33,129,162,Musim Panas
4000,2011-06-20,2,0,6,13,0,1,1,1,0.64,0.6061,0.65,0.1045,50,129,179,Musim Panas
4001,2011-06-20,2,0,6,14,0,1,1,1,0.66,0.6212,0.61,0.1045,45,130,175,Musim Panas
4002,2011-06-20,2,0,6,15,0,1,1,1,0.66,0.6212,0.61,0.1343,66,139,205,Musim Panas
4003,2011-06-20,2,0,6,16,0,1,1,1,0.7,0.6515,0.58,0.1642,61,238,299,Musim Panas
4004,2011-06-20,2,0,6,17,0,1,1,1,0.7,0.6515,0.54,0.0,81,484,565,Musim Panas
4005,2011-06-20,2,0,6,18,0,1,1,1,0.7,0.6515,0.61,0.2537,64,474,538,Musim Panas
4006,2011-06-20,2,0,6,19,0,1,1,1,0.66,0.6212,0.65,0.2239,62,369,431,Musim Panas
4007,2011-06-20,2,0,6,20,0,1,1,1,0.66,0.6212,0.69,0.2239,52,264,316,Musim Panas
4008,2011-06-20,2,0,6,21,0,1,1,1,0.64,0.6061,0.73,0.1642,39,167,206,Musim Panas
4009,2011-06-20,2,0,6,22,0,1,1,2,0.64,0.6061,0.73,0.2239,24,106,130,Musim Panas
4010,2011-06-20,2,0,6,23,0,1,1,1,0.62,0.5909,0.78,0.2537,10,50,60,Musim Panas
4011,2011-06-21,3,0,6,0,0,2,1,1,0.62,0.5909,0.78,0.1642,10,23,33,Musim gugur
4012,2011-06-21,3,0,6,1,0,2,1,3,0.62,0.5909,0.78,0.1642,2,12,14,Musim gugur
4013,2011-06-21,3,0,6,2,0,2,1,3,0.62,0.5758,0.83,0.1642,1,5,6,Musim gugur
4014,2011-06-21,3,0,6,3,0,2,1,3,0.62,0.5758,0.83,0.1642,0,2,2,Musim gugur
4015,2011-06-21,3,0,6,4,0,2,1,2,0.6,0.5455,0.88,0.1045,2,7,9,Musim gugur
4016,2011-06-21,3,0,6,5,0,2,1,2,0.6,0.5455,0.88,0.1343,3,22,25,Musim gugur
4017,2011-06-21,3,0,6,6,0,2,1,2,0.6,0.5455,0.88,0.1343,8,107,115,Musim gugur
4018,2011-06-21,3,0,6,7,0,2,1,2,0.6,0.5152,0.94,0.0,21,288,309,Musim gugur
4019,2011-06-21,3,0,6,8,0,2,1,2,0.62,0.5606,0.88,0.1045,33,368,401,Musim gugur
4020,2011-06-21,3,0,6,9,0,2,1,2,0.62,0.5606,0.88,0.2537,32,243,275,Musim gugur
4021,2011-06-21,3,0,6,10,0,2,1,2,0.64,0.5758,0.83,0.194,41,120,161,Musim gugur
4022,2011-06-21,3,0,6,11,0,2,1,1,0.66,0.6061,0.83,0.1642,52,119,171,Musim gugur
4023,2011-06-21,3,0,6,12,0,2,1,1,0.7,0.6667,0.74,0.1642,40,149,189,Musim gugur
4024,2011-06-21,3,0,6,13,0,2,1,1,0.74,0.697,0.66,0.1642,49,158,207,Musim gugur
4025,2011-06-21,3,0,6,14,0,2,1,1,0.76,0.7121,0.62,0.2239,44,108,152,Musim gugur
4026,2011-06-21,3,0,6,15,0,2,1,1,0.78,0.7424,0.59,0.2537,42,128,170,Musim gugur
4027,2011-06-21,3,0,6,16,0,2,1,1,0.8,0.7727,0.59,0.2239,62,273,335,Musim gugur
4028,2011-06-21,3,0,6,17,0,2,1,1,0.78,0.7576,0.66,0.2239,65,507,572,Musim gugur
4029,2011-06-21,3,0,6,18,0,2,1,2,0.76,0.7273,0.7,0.2537,67,469,536,Musim gugur
4030,2011-06-21,3,0,6,19,0,2,1,2,0.74,0.7121,0.74,0.2239,67,358,425,Musim gugur
4031,2011-06-21,3,0,6,20,0,2,1,3,0.74,0.697,0.7,0.2239,72,254,326,Musim gugur
4032,2011-06-21,3,0,6,21,0,2,1,1,0.72,0.697,0.74,0.194,38,191,229,Musim gugur
4033,2011-06-21,3,0,6,22,0,2,1,1,0.7,0.6667,0.79,0.1045,12,97,109,Musim gugur
4034,2011-06-21,3,0,6,23,0,2,1,1,0.7,0.6667,0.74,0.1045,11,53,64,Musim gugur
4035,2011-06-22,3,0,6,0,0,3,1,1,0.66,0.6061,0.78,0.194,15,18,33,Musim gugur
4036,2011-06-22,3,0,6,1,0,3,1,1,0.66,0.6061,0.78,0.1343,2,19,21,Musim gugur
4037,2011-06-22,3,0,6,2,0,3,1,1,0.66,0.6061,0.78,0.0,2,5,7,Musim gugur
4038,2011-06-22,3,0,6,3,0,3,1,1,0.66,0.6061,0.78,0.1343,0,7,7,Musim gugur
4039,2011-06-22,3,0,6,4,0,3,1,1,0.64,0.5758,0.83,0.0,3,8,11,Musim gugur
4040,2011-06-22,3,0,6,5,0,3,1,1,0.64,0.5758,0.89,0.0,2,21,23,Musim gugur
4041,2011-06-22,3,0,6,6,0,3,1,1,0.66,0.6061,0.83,0.0,12,110,122,Musim gugur
4042,2011-06-22,3,0,6,7,0,3,1,1,0.7,0.6667,0.79,0.0,23,288,311,Musim gugur
4043,2011-06-22,3,0,6,8,0,3,1,1,0.72,0.697,0.74,0.1045,27,396,423,Musim gugur
4044,2011-06-22,3,0,6,9,0,3,1,1,0.72,0.697,0.79,0.1642,14,205,219,Musim gugur
4045,2011-06-22,3,0,6,10,0,3,1,1,0.74,0.697,0.7,0.2537,31,104,135,Musim gugur
4046,2011-06-22,3,0,6,11,0,3,1,1,0.74,0.697,0.7,0.1642,37,108,145,Musim gugur
4047,2011-06-22,3,0,6,12,0,3,1,2,0.8,0.7727,0.59,0.2239,44,144,188,Musim gugur
4048,2011-06-22,3,0,6,13,0,3,1,2,0.82,0.7879,0.56,0.2537,34,113,147,Musim gugur
4049,2011-06-22,3,0,6,14,0,3,1,2,0.82,0.7727,0.52,0.2836,32,113,145,Musim gugur
4050,2011-06-22,3,0,6,15,0,3,1,2,0.82,0.7879,0.56,0.2836,32,114,146,Musim gugur
4051,2011-06-22,3,0,6,16,0,3,1,2,0.82,0.803,0.59,0.3284,34,224,258,Musim gugur
4052,2011-06-22,3,0,6,17,0,3,1,2,0.8,0.7576,0.55,0.3881,67,462,529,Musim gugur
4053,2011-06-22,3,0,6,18,0,3,1,2,0.8,0.7727,0.59,0.2537,66,447,513,Musim gugur
4054,2011-06-22,3,0,6,19,0,3,1,2,0.8,0.7424,0.52,0.2537,62,280,342,Musim gugur
4055,2011-06-22,3,0,6,20,0,3,1,1,0.74,0.7121,0.74,0.1343,52,230,282,Musim gugur
4056,2011-06-22,3,0,6,21,0,3,1,1,0.74,0.7121,0.79,0.1642,31,216,247,Musim gugur
4057,2011-06-22,3,0,6,22,0,3,1,2,0.72,0.697,0.79,0.194,25,123,148,Musim gugur
4058,2011-06-22,3,0,6,23,0,3,1,2,0.72,0.697,0.79,0.2239,14,91,105,Musim gugur
4059,2011-06-23,3,0,6,0,0,4,1,1,0.72,0.697,0.79,0.2239,5,44,49,Musim gugur
4060,2011-06-23,3,0,6,1,0,4,1,1,0.72,0.697,0.74,0.2239,5,26,31,Musim gugur
4061,2011-06-23,3,0,6,2,0,4,1,1,0.72,0.697,0.74,0.2239,0,4,4,Musim gugur
4062,2011-06-23,3,0,6,3,0,4,1,2,0.72,0.697,0.74,0.1642,1,4,5,Musim gugur
4063,2011-06-23,3,0,6,4,0,4,1,2,0.7,0.6667,0.79,0.1343,0,7,7,Musim gugur
4064,2011-06-23,3,0,6,5,0,4,1,1,0.72,0.697,0.74,0.1642,2,22,24,Musim gugur
4065,2011-06-23,3,0,6,6,0,4,1,1,0.72,0.697,0.74,0.1642,8,92,100,Musim gugur
4066,2011-06-23,3,0,6,7,0,4,1,2,0.72,0.697,0.74,0.1343,26,301,327,Musim gugur
4067,2011-06-23,3,0,6,8,0,4,1,2,0.74,0.697,0.7,0.194,20,412,432,Musim gugur
4068,2011-06-23,3,0,6,9,0,4,1,2,0.74,0.697,0.7,0.1343,33,194,227,Musim gugur
4069,2011-06-23,3,0,6,10,0,4,1,2,0.76,0.7273,0.66,0.1343,39,88,127,Musim gugur
4070,2011-06-23,3,0,6,11,0,4,1,3,0.76,0.7273,0.66,0.2537,28,108,136,Musim gugur
4071,2011-06-23,3,0,6,12,0,4,1,2,0.76,0.7273,0.66,0.2836,30,130,160,Musim gugur
4072,2011-06-23,3,0,6,13,0,4,1,2,0.76,0.7121,0.62,0.2836,37,149,186,Musim gugur
4073,2011-06-23,3,0,6,14,0,4,1,2,0.76,0.7273,0.66,0.2985,46,103,149,Musim gugur
4074,2011-06-23,3,0,6,15,0,4,1,2,0.76,0.697,0.52,0.3582,62,127,189,Musim gugur
4075,2011-06-23,3,0,6,16,0,4,1,2,0.74,0.6818,0.62,0.2985,58,217,275,Musim gugur
4076,2011-06-23,3,0,6,17,0,4,1,2,0.72,0.6818,0.7,0.3582,74,495,569,Musim gugur
4077,2011-06-23,3,0,6,18,0,4,1,1,0.72,0.6818,0.7,0.4179,57,483,540,Musim gugur
